,Literal,Codi,Any,Aturats
698,Sant Julià de Ramis,171693,2012,193.8
699,Sant Julià de Vilatorta,082205,2012,144.7
700,Sant Julià del Llor i Bonmatí,179032,2012,97.2
701,Sant Just Desvern,082212,2012,804.0
702,Sant Llorenç d'Hortons,082227,2012,184.4
703,Sant Llorenç de la Muga,171714,2012,11.4
704,Sant Llorenç de Morunys,251930,2012,37.2
705,Sant Llorenç Savall,082233,2012,187.6
706,Sant Martí d'Albars,082251,2012,3.8
707,Sant Martí de Centelles,082248,2012,101.8
708,Sant Martí de Llémena,171729,2012,24.4
709,Sant Martí de Riucorb,259025,2012,35.0
710,Sant Martí de Tous,082264,2012,57.5
711,Sant Martí Sarroca,082270,2012,209.2
712,Sant Martí Sesgueioles,082286,2012,20.8
713,Sant Martí Vell,171735,2012,11.7
714,Sant Mateu de Bages,082299,2012,22.3
715,Sant Miquel de Campmajor,171740,2012,7.8
716,Sant Miquel de Fluvià,171753,2012,102.5
717,Sant Mori,171766,2012,10.4
718,Sant Pau de Segúries,171772,2012,42.3
719,Sant Pere de Ribes,082310,2012,3155.3
720,Sant Pere de Riudebitlles,082325,2012,158.0
721,Sant Pere de Torelló,082331,2012,189.4
722,Sant Pere de Vilamajor,082346,2012,353.9
723,Sant Pere Pescador,171788,2012,174.3
724,Sant Pere Sallavinera,081897,2012,6.7
725,Sant Pol de Mar,082359,2012,280.2
726,Sant Quintí de Mediona,082362,2012,209.8
727,Sant Quirze de Besora,082378,2012,144.7
728,Sant Quirze del Vallès,082384,2012,1171.7
729,Sant Quirze Safaja,082397,2012,33.2
730,Sant Ramon,251945,2012,28.3
731,Sant Sadurní d'Anoia,082401,2012,835.5
732,Sant Sadurní d'Osormort,082418,2012,3.0
733,Sant Salvador de Guardiola,080983,2012,265.5
734,Sant Vicenç de Castellet,082628,2012,996.7
735,Sant Vicenç de Montalt,082649,2012,289.3
736,Sant Vicenç de Torelló,082652,2012,127.8
737,Sant Vicenç dels Horts,082634,2012,2961.9
738,Santa Bàrbara,431384,2012,360.1
739,Santa Cecília de Voltregà,082439,2012,8.2
740,Santa Coloma de Cervelló,082444,2012,485.0
741,Santa Coloma de Farners,171805,2012,915.4
742,Santa Coloma de Gramenet,082457,2012,13402.1
743,Santa Coloma de Queralt,431397,2012,283.4
744,Santa Cristina d'Aro,171812,2012,311.3
745,Santa Eugènia de Berga,082460,2012,166.4
746,Santa Eulàlia de Riuprimer,082476,2012,77.6
747,Santa Eulàlia de Ronçana,082482,2012,561.8
748,Santa Fe del Penedès,082495,2012,24.9
749,Santa Llogaia d'Àlguema,171827,2012,29.3
750,Santa Margarida de Montbui,082508,2012,1381.7
751,Santa Margarida i els Monjos,082515,2012,707.4
752,Santa Maria d'Oló,082589,2012,45.3
753,Santa Maria de Besora,082536,2012,11.3
754,Santa Maria de Martorelles,082567,2012,63.3
755,Santa Maria de Merlès,082554,2012,5.0
756,Santa Maria de Miralles,082573,2012,12.8
757,Santa Maria de Palautordera,082592,2012,780.2
758,Santa Oliva,431401,2012,421.9
759,Santa Pau,171848,2012,69.5
760,Santa Perpètua de Mogoda,082606,2012,2402.5
761,Santa Susanna,082613,2012,263.6
762,Santpedor,081923,2012,526.0
763,Sarral,431423,2012,127.5
764,Sarrià de Ter,171864,2012,322.2
765,Sarroca de Bellera,252017,2012,2.8
766,Sarroca de Lleida,252000,2012,17.7
767,"Saus, Camallera i Llampaies",171870,2012,40.0
768,Savallà del Comtat,431439,2012,0.5
769,"Secuita, la",431444,2012,97.3
770,"Selva de Mar, la",171886,2012,11.2
771,"Selva del Camp, la",431457,2012,369.4
772,Senan,431460,2012,4.3
773,"Sénia, la",430445,2012,692.9
774,Senterada,252022,2012,15.8
775,"Sentiu de Sió, la",250352,2012,20.5
776,Sentmenat,082671,2012,758.0
777,Serinyà,171903,2012,59.1
778,Seròs,252043,2012,93.0
779,Serra de Daró,171910,2012,3.8
780,Setcases,171925,2012,2.7
781,"Seu d'Urgell, la",252038,2012,866.5
782,Seva,082690,2012,247.8
783,Sidamon,252056,2012,45.8
784,Sils,171931,2012,486.3
785,Sitges,082704,2012,1624.7
786,Siurana,170524,2012,5.1
787,Sobremunt,082711,2012,2.6
788,"Soleràs, el",252069,2012,9.3
789,Solivella,431476,2012,24.6
790,Solsona,252075,2012,690.6
791,Sora,082726,2012,5.2
792,Soriguera,252081,2012,18.5
793,Sort,252094,2012,156.3
794,Soses,252108,2012,111.9
795,Subirats,082732,2012,173.2
796,Sudanell,252115,2012,36.0
797,Sunyer,252120,2012,6.1
798,Súria,082747,2012,487.6
799,Susqueda,171946,2012,5.3
800,Tagamanent,082763,2012,22.8
801,Talamanca,082779,2012,6.9
802,Talarn,252154,2012,21.3
803,Talavera,252167,2012,9.3
804,"Tallada d'Empordà, la",171959,2012,22.5
805,Taradell,082785,2012,474.8
806,Tarragona,431482,2012,11482.6
807,Tàrrega,252173,2012,1467.2
808,Tarrés,252189,2012,3.5
809,Tarroja de Segarra,252192,2012,7.2
810,Tavèrnoles,082750,2012,8.9
811,Tavertet,082802,2012,8.8
812,Teià,082819,2012,299.8
813,Térmens,252206,2012,77.7
814,Terrades,171962,2012,12.0
815,Terrassa,082798,2012,23059.3
816,Tiana,082824,2012,437.0
817,Tírvia,252213,2012,9.0
818,Tiurana,252228,2012,0.0
819,Tivenys,431495,2012,61.8
820,Tivissa,431508,2012,130.2
821,Tona,082830,2012,627.1
822,Torà,252234,2012,68.3
823,Tordera,082845,2012,1767.0
824,Torelló,082858,2012,1264.8
825,"Torms, els",252249,2012,4.6
826,Tornabous,252252,2012,56.6
827,"Torre de Cabdella, la",252271,2012,15.5
828,"Torre de Claramunt, la",082861,2012,390.6
829,"Torre de Fontaubella, la",431515,2012,11.6
830,"Torre de l'Espanyol, la",431520,2012,37.7
831,Torrebesses,252265,2012,8.3
832,Torredembarra,431536,2012,1521.5
833,Torrefarrera,252287,2012,252.5
834,Torrefeta i Florejacs,259078,2012,17.8
835,Torregrossa,252304,2012,114.8
836,Torrelameu,252311,2012,32.7
837,Torrelavit,082877,2012,69.0
838,Torrelles de Foix,082883,2012,284.8
839,Torrelles de Llobregat,082896,2012,407.5
840,Torrent,171978,2012,10.3
841,Torres de Segre,252326,2012,129.5
842,Torre-serona,252332,2012,15.9
843,Torroella de Fluvià,171984,2012,49.0
844,Torroella de Montgrí,171997,2012,803.2
845,Torroja del Priorat,431541,2012,10.8
846,Tortellà,172001,2012,35.5
847,Tortosa,431554,2012,3352.3
848,Toses,172018,2012,4.3
849,Tossa de Mar,172023,2012,274.8
850,Tremp,252347,2012,463.4
851,Ullà,172044,2012,107.6
852,Ullastrell,082900,2012,118.6
853,Ullastret,172057,2012,12.6
854,Ulldecona,431567,2012,580.0
855,Ulldemolins,431573,2012,20.3
856,Ultramort,172039,2012,9.3
857,Urús,172060,2012,6.5
858,Vacarisses,082917,2012,534.6
859,"Vajol, la",170144,2012,7.2
860,"Vall d'en Bas, la",172076,2012,129.0
861,"Vall de Bianya, la",172082,2012,50.7
862,"Vall de Boí, la",250432,2012,20.6
863,Vall de Cardós,259010,2012,17.2
864,Vallbona d'Anoia,082922,2012,113.7
865,Vallbona de les Monges,252385,2012,6.2
866,Vallcebre,082938,2012,14.3
867,Vallclara,431589,2012,6.2
868,Vallfogona de Balaguer,252402,2012,116.1
869,Vallfogona de Ripollès,171707,2012,9.8
870,Vallfogona de Riucorb,431592,2012,5.6
871,Vallgorguina,082943,2012,208.7
872,Vallirana,082956,2012,1243.5
873,Vall-llobrega,172095,2012,69.7
874,Vallmoll,431606,2012,150.6
875,Vallromanes,082969,2012,133.1
876,Valls,431613,2012,2332.3
877,"Valls d'Aguilar, les",259062,2012,6.8
878,"Valls de Valira, les",252398,2012,28.3
879,Vandellòs i l'Hospitalet de l'Infant,431628,2012,421.1
880,"Vansa i Fórnols, la",259097,2012,10.6
881,Veciana,082975,2012,6.4
882,"Vendrell, el",431634,2012,4451.6
883,Ventalló,172109,2012,37.2
884,Verdú,252424,2012,50.5
885,Verges,172116,2012,72.4
886,Vespella de Gaià,431649,2012,48.8
887,Vic,082981,2012,4022.8
888,Vidrà,172121,2012,8.5
889,Vidreres,172137,2012,574.7
890,Vielha e Mijaran,252430,2012,303.1
891,Vilabella,431652,2012,37.1
892,Vilabertran,172142,2012,55.2
893,Vilablareix,172155,2012,109.9
894,Vilada,082994,2012,52.7
895,Viladamat,172174,2012,20.7
896,Viladasens,172168,2012,6.1
897,Viladecans,083015,2012,6285.9
898,Viladecavalls,083008,2012,595.4
899,Vilademuls,172180,2012,44.8
900,Viladrau,172207,2012,40.8
901,Vilafant,172214,2012,366.2
902,Vilafranca del Penedès,083054,2012,3846.0
903,Vilagrassa,252445,2012,30.5
904,Vilajuïga,172235,2012,76.0
905,Vilalba dels Arcs,431750,2012,24.8
906,Vilalba Sasserra,083067,2012,75.2
907,Vilaller,252458,2012,29.7
908,Vilallonga de Ter,172240,2012,21.0
909,Vilallonga del Camp,431665,2012,179.6
910,Vilamacolum,172253,2012,20.6
911,Vilamalla,172266,2012,80.2
912,Vilamaniscle,172272,2012,7.8
913,Vilamòs,252477,2012,8.5
914,Vilanant,172288,2012,16.2
915,Vilanova d'Escornalbou,431671,2012,40.8
916,Vilanova de Bellpuig,252483,2012,48.3
917,Vilanova de l'Aguda,252496,2012,3.6
918,Vilanova de la Barca,252542,2012,68.8
919,Vilanova de Meià,252509,2012,13.7
920,Vilanova de Prades,431687,2012,7.8
921,Vilanova de Sau,083036,2012,11.1
922,Vilanova de Segrià,252516,2012,55.7
923,Vilanova del Camí,083020,2012,1635.1
924,Vilanova del Vallès,089024,2012,337.4
925,Vilanova i la Geltrú,083073,2012,6735.5
926,Vilaplana,431690,2012,27.8
927,Vila-rodona,431704,2012,103.7
928,Vila-sacra,172305,2012,45.3
929,Vila-sana,252521,2012,40.1
930,Vila-seca,431711,2012,1904.1
931,Vilassar de Dalt,082140,2012,596.7
932,Vilassar de Mar,082191,2012,1265.4
933,Vilaür,172229,2012,9.1
934,Vilaverd,431726,2012,39.8
935,"Vilella Alta, la",431732,2012,6.0
936,"Vilella Baixa, la",431747,2012,14.4
937,Vilobí d'Onyar,172333,2012,163.7
938,Vilobí del Penedès,083041,2012,52.3
939,Vilopriu,172327,2012,11.5
940,"Vilosell, el",252537,2012,9.8
941,Vimbodí i Poblet,431763,2012,55.7
942,Vinaixa,252555,2012,34.3
943,Vinebre,431779,2012,39.3
944,Vinyols i els Arcs,431785,2012,136.9
945,Viver i Serrateix,083089,2012,9.1
946,Xerta,430521,2012,107.6
948,Abella de la Conca,250019,2013,10.7
949,Abrera,080018,2013,1029.5
950,Àger,250024,2013,18.7
951,Agramunt,250030,2013,368.9
952,Aguilar de Segarra,080023,2013,14.6
953,Agullana,170010,2013,40.8
954,Aiguafreda,080142,2013,203.3
955,Aiguamúrcia,430017,2013,79.6
956,Aiguaviva,170025,2013,32.3
957,Aitona,250387,2013,156.8
958,"Alamús, els",250045,2013,37.0
959,Alàs i Cerc,250058,2013,10.0
960,"Albagés, l'",250061,2013,22.0
961,Albanyà,170031,2013,12.2
962,Albatàrrec,250077,2013,132.9
963,Albesa,250083,2013,87.8
964,"Albi, l'",250096,2013,70.3
965,Albinyana,430022,2013,274.3
966,"Albiol, l'",430038,2013,28.3
967,Albons,170046,2013,41.0
968,Alcanar,430043,2013,708.6
969,Alcanó,250100,2013,7.5
970,Alcarràs,250117,2013,791.7
971,Alcoletge,250122,2013,236.3
972,Alcover,430056,2013,441.6
973,"Aldea, l'",439044,2013,328.0
974,Aldover,430069,2013,61.9
975,"Aleixar, l'",430075,2013,53.3
976,Alella,080039,2013,455.2
977,Alfara de Carles,430081,2013,30.3
978,Alfarràs,250138,2013,239.0
979,Alfés,250143,2013,15.8
980,Alforja,430094,2013,153.7
981,Algerri,250156,2013,22.7
982,Alguaire,250169,2013,247.3
983,Alins,250175,2013,8.5
984,Alió,430108,2013,37.9
985,Almacelles,250194,2013,356.8
986,Almatret,250208,2013,10.2
987,Almenar,250215,2013,264.9
988,Almoster,430115,2013,57.3
989,Alòs de Balaguer,250220,2013,8.1
990,Alp,170062,2013,71.0
991,Alpens,080044,2013,19.1
992,Alpicat,250236,2013,311.7
993,Alt Àneu,250241,2013,13.3
994,Altafulla,430120,2013,316.8
995,Amer,170078,2013,134.4
996,"Ametlla de Mar, l'",430136,2013,529.8
997,"Ametlla del Vallès, l'",080057,2013,483.5
998,"Ampolla, l'",439060,2013,231.8
999,Amposta,430141,2013,2229.2
1000,Anglès,170084,2013,428.2
1001,Anglesola,250273,2013,85.8
1002,Arbeca,250292,2013,132.3
1003,"Arboç, l'",430167,2013,654.0
1004,Arbolí,430154,2013,4.5
1005,Arbúcies,170097,2013,493.3
1006,Arenys de Mar,080060,2013,1182.0
1007,Arenys de Munt,080076,2013,680.6
1008,Argelaguer,170101,2013,25.4
1009,Argençola,080082,2013,7.8
1010,"Argentera, l'",430173,2013,6.7
1011,Argentona,080095,2013,935.8
1012,"Armentera, l'",170118,2013,48.8
1013,Arnes,430189,2013,18.1
1014,Arres,250313,2013,4.0
1015,Arsèguel,250328,2013,3.8
1016,Artés,080109,2013,453.2
1017,Artesa de Lleida,250334,2013,82.3
1018,Artesa de Segre,250349,2013,191.3
1019,Ascó,430192,2013,85.0
1020,Aspa,250365,2013,11.8
1021,"Avellanes i Santa Linya, les",250371,2013,15.3
1022,Avià,080116,2013,139.8
1023,Avinyó,080121,2013,147.4
1024,Avinyonet de Puigventós,170123,2013,92.3
1025,Avinyonet del Penedès,080137,2013,112.8
1026,Badalona,080155,2013,23090.3
1027,Badia del Vallès,089045,2013,1842.2
1028,Bagà,080168,2013,193.9
1029,Baix Pallars,250390,2013,22.9
1030,Balaguer,250404,2013,1662.5
1031,Balenyà,080174,2013,411.4
1032,Balsareny,080180,2013,294.3
1033,Banyeres del Penedès,430206,2013,295.4
1034,Banyoles,170157,2013,1225.8
1035,Barbens,250411,2013,42.8
1036,Barberà de la Conca,430213,2013,36.5
1037,Barberà del Vallès,082520,2013,3142.7
1038,Barcelona,080193,2013,110934.4
1039,"Baronia de Rialb, la",250426,2013,6.8
1040,Bàscara,170160,2013,67.8
1041,Bassella,250447,2013,5.8
1042,Batea,430228,2013,70.4
1043,Bausen,250450,2013,4.0
1044,Begues,080207,2013,379.3
1045,Begur,170139,2013,242.9
1046,Belianes,250463,2013,28.2
1047,Bellaguarda,251706,2013,7.7
1048,Bellcaire d'Empordà,170182,2013,41.2
1049,Bellcaire d'Urgell,250479,2013,70.9
1050,Bell-lloc d'Urgell,250485,2013,122.3
1051,Bellmunt d'Urgell,250498,2013,7.6
1052,Bellmunt del Priorat,430234,2013,21.2
1053,Bellprat,080214,2013,4.8
1054,Bellpuig,250501,2013,336.9
1055,Bellvei,430249,2013,226.1
1056,Bellver de Cerdanya,250518,2013,76.1
1057,Bellvís,250523,2013,131.2
1058,Benavent de Segrià,250539,2013,77.1
1059,Benifallet,430252,2013,38.0
1060,Benissanet,430265,2013,66.2
1061,Berga,080229,2013,1617.2
1062,Besalú,170195,2013,137.7
1063,Bescanó,170209,2013,267.3
1064,Beuda,170216,2013,6.5
1065,Bigues i Riells del Fai,080235,2013,732.4
1066,Biosca,250557,2013,3.6
1067,"Bisbal d'Empordà, la",170221,2013,1151.8
1068,"Bisbal de Falset, la",430271,2013,9.4
1069,"Bisbal del Penedès, la",430287,2013,432.3
1070,Biure,172348,2013,17.4
1071,Blancafort,430290,2013,22.2
1072,Blanes,170237,2013,3865.5
1073,Boadella i les Escaules,170293,2013,13.4
1074,Bolvir,170242,2013,11.5
1075,Bonastre,430304,2013,62.2
1076,"Bòrdes, Es",250576,2013,6.5
1077,Bordils,170255,2013,96.3
1078,"Borges Blanques, les",250582,2013,425.0
1079,"Borges del Camp, les",430311,2013,137.6
1080,Borrassà,170268,2013,35.5
1081,Borredà,080240,2013,34.5
1082,Bossòst,250595,2013,49.1
1083,Bot,430326,2013,20.8
1084,Botarell,430332,2013,94.7
1085,Bovera,250560,2013,6.0
1086,Bràfim,430347,2013,33.5
1087,Breda,170274,2013,311.7
1088,"Bruc, el",080253,2013,146.7
1089,"Brull, el",080266,2013,6.9
1090,Brunyola i Sant Martí Sapresa,170280,2013,12.8
1091,Cabacés,430350,2013,23.2
1092,Cabanabona,250609,2013,2.8
1093,Cabanelles,170314,2013,14.8
1094,Cabanes,170307,2013,53.7
1095,"Cabanyes, les",080272,2013,54.3
1096,Cabó,250616,2013,3.8
1097,Cabra del Camp,430363,2013,128.2
1098,Cabrera d'Anoia,080288,2013,169.8
1099,Cabrera de Mar,080291,2013,226.4
1100,Cabrils,080305,2013,356.9
1101,Cadaqués,170329,2013,110.6
1102,Calaf,080312,2013,361.8
1103,Calafell,430379,2013,2606.9
1104,Calders,080348,2013,62.5
1105,Caldes d'Estrac,080327,2013,189.5
1106,Caldes de Malavella,170335,2013,571.5
1107,Caldes de Montbui,080333,2013,1408.2
1108,Calella,080351,2013,1707.3
1109,Calldetenes,080370,2013,180.1
1110,Callús,080386,2013,162.1
1111,Calonge de Segarra,080364,2013,7.6
1112,Calonge i Sant Antoni,170340,2013,827.1
1113,Camarasa,250621,2013,39.8
1114,Camarles,439039,2013,304.1
1115,Cambrils,430385,2013,2728.1
1116,Camós,170353,2013,26.6
1117,Campdevànol,170366,2013,213.2
1118,Campelles,170372,2013,3.2
1119,Campins,080399,2013,40.3
1120,Campllong,170388,2013,19.8
1121,Camprodon,170391,2013,127.8
1122,Canejan,250637,2013,2.0
1123,Canet d'Adri,170405,2013,20.7
1124,Canet de Mar,080403,2013,1230.5
1125,"Canonja, la",439076,2013,484.6
1126,Canovelles,080410,2013,2025.1
1127,Cànoves i Samalús,080425,2013,254.4
1128,Cantallops,170412,2013,15.9
1129,Canyelles,080431,2013,441.7
1130,Capafonts,430398,2013,4.9
1131,Capçanes,430402,2013,19.0
1132,Capellades,080446,2013,464.2
1133,Capmany,170427,2013,31.6
1134,Capolat,080459,2013,4.3
1135,Cardedeu,080462,2013,1374.8
1136,Cardona,080478,2013,329.9
1137,Carme,080484,2013,65.8
1138,Caseres,430419,2013,18.2
1139,Cassà de la Selva,170448,2013,672.5
1140,Casserres,080497,2013,107.8
1141,Castell de l'Areny,080575,2013,4.0
1142,Castell de Mur,259046,2013,7.2
1143,Castellar de la Ribera,250642,2013,2.1
1144,Castellar de n'Hug,080522,2013,8.8
1145,Castellar del Riu,080500,2013,5.2
1146,Castellar del Vallès,080517,2013,2036.3
1147,Castellbell i el Vilar,080538,2013,346.6
1148,Castellbisbal,080543,2013,1002.9
1149,Castellcir,080556,2013,36.8
1150,Castelldans,250674,2013,49.8
1151,Castelldefels,080569,2013,4644.7
1152,Castellet i la Gornal,080581,2013,190.7
1153,Castellfollit de la Roca,170464,2013,61.4
1154,Castellfollit de Riubregós,080608,2013,11.3
1155,Castellfollit del Boix,080594,2013,17.5
1156,Castellgalí,080615,2013,190.8
1157,Castellnou de Bages,080620,2013,79.1
1158,Castellnou de Seana,250680,2013,37.8
1159,Castelló d'Empúries,170470,2013,889.5
1160,Castelló de Farfanya,250693,2013,26.4
1161,Castellolí,080636,2013,26.3
1162,Castell-Platja d'Aro,170486,2013,682.9
1163,Castellserà,250707,2013,61.0
1164,Castellterçol,080641,2013,147.5
1165,Castellvell del Camp,430424,2013,151.3
1166,Castellví de la Marca,080654,2013,112.6
1167,Castellví de Rosanes,080667,2013,109.8
1168,"Catllar, el",430430,2013,275.4
1169,Cava,250714,2013,2.2
1170,"Cellera de Ter, la",171899,2013,123.8
1171,Celrà,170499,2013,290.8
1172,Centelles,080673,2013,624.5
1173,Cercs,082687,2013,111.5
1174,Cerdanyola del Vallès,082665,2013,4830.2
1175,Cervelló,080689,2013,696.3
1176,Cervera,250729,2013,773.2
1177,Cervià de les Garrigues,250735,2013,55.8
1178,Cervià de Ter,170502,2013,52.7
1179,Cistella,170519,2013,16.0
1180,Ciutadilla,250740,2013,11.8
1181,Clariana de Cardener,250753,2013,7.7
1182,"Cogul, el",250766,2013,9.2
1183,Colera,170545,2013,32.7
1184,Coll de Nargó,250772,2013,29.6
1185,Collbató,080692,2013,264.2
1186,Colldejou,430458,2013,13.2
1187,Collsuspina,080706,2013,20.7
1188,Colomers,170558,2013,5.3
1189,"Coma i la Pedra, la",251636,2013,7.9
1190,Conca de Dalt,251615,2013,16.8
1191,Conesa,430461,2013,5.6
1192,Constantí,430477,2013,742.8
1193,Copons,080713,2013,20.0
1194,Corbera d'Ebre,430483,2013,52.0
1195,Corbera de Llobregat,080728,2013,968.4
1196,Corbins,250788,2013,62.0
1197,Corçà,170577,2013,89.9
1198,Cornellà de Llobregat,080734,2013,8249.5
1199,Cornellà del Terri,170561,2013,105.2
1200,Cornudella de Montsant,430496,2013,57.8
1201,Creixell,430509,2013,385.1
1202,Crespià,170583,2013,11.8
1203,"Cruïlles, Monells i Sant Sadurní de l'Heura",179011,2013,76.1
1204,Cubelles,080749,2013,1348.8
1205,Cubells,250791,2013,16.0
1206,Cunit,430516,2013,1208.0
1207,Darnius,170600,2013,32.8
1208,Das,170617,2013,5.6
1209,Deltebre,439018,2013,1229.3
1210,Dosrius,080752,2013,463.6
1211,Duesaigües,430537,2013,26.4
1212,"Escala, l'",170622,2013,665.2
1213,Esparreguera,080765,2013,2212.8
1214,Espinelves,170638,2013,6.7
1215,"Espluga Calba, l'",250812,2013,13.7
1216,"Espluga de Francolí, l'",430542,2013,256.3
1217,Esplugues de Llobregat,080771,2013,3553.2
1218,Espolla,170643,2013,18.8
1219,Esponellà,170656,2013,21.3
1220,Espot,250827,2013,10.0
1221,"Espunyola, l'",080787,2013,19.2
1222,"Esquirol, l'",082541,2013,135.7
1223,Estamariu,250886,2013,4.0
1224,"Estany, l'",080790,2013,26.2
1225,Estaràs,250851,2013,8.8
1226,Esterri d'Àneu,250864,2013,46.7
1227,Esterri de Cardós,250870,2013,2.7
1228,Falset,430555,2013,241.0
1229,"Far d'Empordà, el",170059,2013,42.0
1230,Farrera,250899,2013,7.3
1231,"Fatarella, la",430568,2013,57.5
1232,"Febró, la",430574,2013,4.2
1233,Figaró-Montmany,081347,2013,109.2
1234,Fígols,080804,2013,1.6
1235,Fígols i Alinyà,259084,2013,5.2
1236,"Figuera, la",430580,2013,5.3
1237,Figueres,170669,2013,4536.0
1238,Figuerola del Camp,430593,2013,27.9
1239,Flaçà,170675,2013,73.2
1240,Flix,430607,2013,209.8
1241,"Floresta, la",250925,2013,7.4
1242,Fogars de la Selva,080826,2013,178.9
1243,Fogars de Montclús,080811,2013,22.8
1244,Foixà,170681,2013,6.6
1245,Folgueroles,080832,2013,113.0
1246,Fondarella,250931,2013,32.8
1247,Fonollosa,080847,2013,109.2
1248,Fontanals de Cerdanya,170694,2013,14.3
1249,Fontanilles,170708,2013,7.0
1250,Fontcoberta,170715,2013,51.2
1251,Font-rubí,080850,2013,90.8
1252,Foradada,250946,2013,11.1
1253,Forallac,179026,2013,104.3
1254,Forès,430614,2013,1.1
1255,Fornells de la Selva,170736,2013,102.0
1256,Fortià,170741,2013,31.8
1257,"Franqueses del Vallès, les",080863,2013,1814.9
1258,Freginals,430629,2013,28.5
1259,"Fuliola, la",250962,2013,86.8
1260,Fulleda,250978,2013,3.1
1261,Gaià,080902,2013,11.9
1262,"Galera, la",430635,2013,51.9
1263,Gallifa,080879,2013,11.0
1264,Gandesa,430640,2013,226.9
1265,Garcia,430653,2013,32.1
1266,"Garidells, els",430666,2013,9.5
1267,"Garriga, la",080885,2013,1194.7
1268,Garrigàs,170754,2013,19.4
1269,Garrigoles,170767,2013,7.9
1270,Garriguella,170773,2013,53.0
1271,Gavà,080898,2013,4036.0
1272,Gavet de la Conca,250984,2013,11.7
1273,Gelida,080919,2013,578.8
1274,Ger,170789,2013,8.4
1275,Gimenells i el Pla de la Font,259123,2013,47.2
1276,Ginestar,430672,2013,65.9
1277,Girona,170792,2013,7658.1
1278,Gironella,080924,2013,400.8
1279,Gisclareny,080930,2013,0.4
1280,Godall,430688,2013,49.3
1281,Golmés,250997,2013,106.9
1282,Gombrèn,170806,2013,13.9
1283,Gósol,251001,2013,5.0
1284,"Granada, la",080945,2013,156.8
