ine5,ine6,municipiNom,comarca,provincia,serveiTerritorial,risc,nivell,altura,cens,superficie,,ine5,Codi_ine_6_txt
8007,80076,Arenys de Munt,Maresme,Barcelona,Barcelona,sísmic,Obligat,121,8736,20.73,,8025,80253
17010,170101,Argelaguer,Garrotxa,Girona,Girona,nevades,Recomanat,183,412,12.72,,8026,80266
17010,170101,Argelaguer,Garrotxa,Girona,Girona,sísmic,Obligat,183,412,12.72,,43043,430430
17010,170101,Argelaguer,Garrotxa,Girona,Girona,inundacions,Obligat,183,412,12.72,,25076,250766
17010,170101,Argelaguer,Garrotxa,Girona,Girona,incendi forestal,Recomanat,183,412,12.72,,17005,170059
8008,80082,Argençola,Anoia,Barcelona,Catalunya Central,transport de mercaderies perilloses,Recomanat,716,223,47.26,,43072,430727
8008,80082,Argençola,Anoia,Barcelona,Catalunya Central,incendi forestal,Obligat,716,223,47.26,,8118,81189
8008,80082,Argençola,Anoia,Barcelona,Catalunya Central,sísmic,Recomanat,716,223,47.26,,43082,430825
8008,80082,Argençola,Anoia,Barcelona,Catalunya Central,nevades,Obligat,716,223,47.26,,43083,430831
8009,80095,Argentona,Maresme,Barcelona,Barcelona,inundacions,Obligat,88,11978,25.26,,43085,430859
8009,80095,Argentona,Maresme,Barcelona,Barcelona,sísmic,Obligat,88,11978,25.26,,43090,430901
8009,80095,Argentona,Maresme,Barcelona,Barcelona,nevades,Recomanat,88,11978,25.26,,43095,430957
8009,80095,Argentona,Maresme,Barcelona,Barcelona,radiològic,Recomanat,88,11978,25.26,,25158,251581
8009,80095,Argentona,Maresme,Barcelona,Barcelona,incendi forestal,Obligat,88,11978,25.26,,8158,81580
8009,80095,Argentona,Maresme,Barcelona,Barcelona,transport de mercaderies perilloses,Recomanat,88,11978,25.26,,43104,431042
43018,430189,Arnes,Terra Alta,Tarragona,Terres de l'Ebre,incendi forestal,Obligat,506,474,42.88,,43106,431068
43018,430189,Arnes,Terra Alta,Tarragona,Terres de l'Ebre,sísmic,Recomanat,506,474,42.88,,43108,431080
43018,430189,Arnes,Terra Alta,Tarragona,Terres de l'Ebre,nevades,Obligat,506,474,42.88,,8164,81640
43018,430189,Arnes,Terra Alta,Tarragona,Terres de l'Ebre,inundacions,Obligat,506,474,42.88,,25168,251689
25031,250313,Arres,Aran,Lleida,Alt Pirineu i Aran,químic,Recomanat,1224,67,11.6,,43113,431135
25031,250313,Arres,Aran,Lleida,Alt Pirineu i Aran,transport de mercaderies perilloses,Recomanat,1224,67,11.6,,25030,250306
25031,250313,Arres,Aran,Lleida,Alt Pirineu i Aran,nevades,Obligat,1224,67,11.6,,25173,251734
25031,250313,Arres,Aran,Lleida,Alt Pirineu i Aran,sísmic,Obligat,1224,67,11.6,,8182,81825
25031,250313,Arres,Aran,Lleida,Alt Pirineu i Aran,inundacions,Obligat,1224,67,11.6,,17140,171404
25031,250313,Arres,Aran,Lleida,Alt Pirineu i Aran,allaus,Obligat,1224,67,11.6,,8169,81691
25032,250328,Arsèguel,Alt Urgell,Lleida,Alt Pirineu i Aran,incendi forestal,Recomanat,950,79,10.54,,43134,431346
25032,250328,Arsèguel,Alt Urgell,Lleida,Alt Pirineu i Aran,nevades,Obligat,950,79,10.54,,25206,252069
25032,250328,Arsèguel,Alt Urgell,Lleida,Alt Pirineu i Aran,sísmic,Obligat,950,79,10.54,,43163,431634
8010,80109,Artés,Bages,Barcelona,Catalunya Central,inundacions,Obligat,316,5665,17.88,,25253,252537
8010,80109,Artés,Bages,Barcelona,Catalunya Central,incendi forestal,Obligat,316,5665,17.88,,25004,250045
8010,80109,Artés,Bages,Barcelona,Catalunya Central,nevades,Recomanat,316,5665,17.88,,43066,430666
8010,80109,Artés,Bages,Barcelona,Catalunya Central,sísmic,Recomanat,316,5665,17.88,,43070,430705
25033,250334,Artesa de Lleida,Segrià,Lleida,Lleida,transport de mercaderies perilloses,Obligat,202,1517,23.91,,8162,81629
25033,250334,Artesa de Lleida,Segrià,Lleida,Lleida,sísmic,Recomanat,202,1517,23.91,,25153,251538
25033,250334,Artesa de Lleida,Segrià,Lleida,Lleida,nevades,Recomanat,202,1517,23.91,,25154,251543
25033,250334,Artesa de Lleida,Segrià,Lleida,Lleida,aeroport,Recomanat,202,1517,23.91,,43100,431009
25033,250334,Artesa de Lleida,Segrià,Lleida,Lleida,inundacions,Recomanat,202,1517,23.91,,25911,259118
25034,250349,Artesa de Segre,Noguera,Lleida,Lleida,sísmic,Obligat,318,3614,176.71,,8170,81705
25034,250349,Artesa de Segre,Noguera,Lleida,Lleida,inundacions,Obligat,318,3614,176.71,,25224,252249
25034,250349,Artesa de Segre,Noguera,Lleida,Lleida,incendi forestal,Obligat,318,3614,176.71,,25057,250576
25034,250349,Artesa de Segre,Noguera,Lleida,Lleida,nevades,Recomanat,318,3614,176.71,,8076,80765
43019,430192,Ascó,Ribera d'Ebre,Tarragona,Terres de l'Ebre,nevades,Recomanat,70,1682,74.32,,17063,170638
43019,430192,Ascó,Ribera d'Ebre,Tarragona,Terres de l'Ebre,inundacions,Obligat,70,1682,74.32,,8077,80771
43019,430192,Ascó,Ribera d'Ebre,Tarragona,Terres de l'Ebre,nuclear,Obligat,70,1682,74.32,,17064,170643
43019,430192,Ascó,Ribera d'Ebre,Tarragona,Terres de l'Ebre,contaminació Ebre (Flix),Obligat,70,1682,74.32,,17065,170656
43019,430192,Ascó,Ribera d'Ebre,Tarragona,Terres de l'Ebre,químic,Obligat,70,1682,74.32,,25082,250827
43019,430192,Ascó,Ribera d'Ebre,Tarragona,Terres de l'Ebre,sísmic,Recomanat,70,1682,74.32,,25088,250886
43019,430192,Ascó,Ribera d'Ebre,Tarragona,Terres de l'Ebre,transport de mercaderies perilloses,Obligat,70,1682,74.32,,25085,250851
43019,430192,Ascó,Ribera d'Ebre,Tarragona,Terres de l'Ebre,incendi forestal,Obligat,70,1682,74.32,,25086,250864
25036,250365,Aspa,Segrià,Lleida,Lleida,sísmic,Recomanat,256,218,10.07,,25087,250870
25036,250365,Aspa,Segrià,Lleida,Lleida,incendi forestal,Obligat,256,218,10.07,,43055,430555
25036,250365,Aspa,Segrià,Lleida,Lleida,nevades,Recomanat,256,218,10.07,,25089,250899
8011,80116,Avià,Berguedà,Barcelona,Catalunya Central,sísmic,Obligat,677,2225,27.16,,8134,81347
8011,80116,Avià,Berguedà,Barcelona,Catalunya Central,incendi forestal,Obligat,677,2225,27.16,,8080,80804
8011,80116,Avià,Berguedà,Barcelona,Catalunya Central,nevades,Obligat,677,2225,27.16,,25908,259084
8011,80116,Avià,Berguedà,Barcelona,Catalunya Central,inundacions,Recomanat,677,2225,27.16,,17066,170669
8012,80121,Avinyó,Bages,Barcelona,Catalunya Central,incendi forestal,Obligat,353,2248,62.81,,43059,430593
8012,80121,Avinyó,Bages,Barcelona,Catalunya Central,químic,Recomanat,353,2248,62.81,,17067,170675
8012,80121,Avinyó,Bages,Barcelona,Catalunya Central,nevades,Recomanat,353,2248,62.81,,43060,430607
8012,80121,Avinyó,Bages,Barcelona,Catalunya Central,sísmic,Recomanat,353,2248,62.81,,8082,80826
8012,80121,Avinyó,Bages,Barcelona,Catalunya Central,inundacions,Recomanat,353,2248,62.81,,8081,80811
17012,170123,Avinyonet de Puigventós,Alt Empordà,Girona,Girona,nevades,Recomanat,70,1565,12.45,,17068,170681
17012,170123,Avinyonet de Puigventós,Alt Empordà,Girona,Girona,incendi forestal,Obligat,70,1565,12.45,,8083,80832
17012,170123,Avinyonet de Puigventós,Alt Empordà,Girona,Girona,sísmic,Obligat,70,1565,12.45,,25093,250931
17012,170123,Avinyonet de Puigventós,Alt Empordà,Girona,Girona,inundacions,Recomanat,70,1565,12.45,,8084,80847
8013,80137,Avinyonet del Penedès,Alt Penedès,Barcelona,Barcelona,incendi forestal,Obligat,280,1652,29.35,,8085,80850
8013,80137,Avinyonet del Penedès,Alt Penedès,Barcelona,Barcelona,sísmic,Recomanat,280,1652,29.35,,17069,170694
8013,80137,Avinyonet del Penedès,Alt Penedès,Barcelona,Barcelona,transport de mercaderies perilloses,Obligat,280,1652,29.35,,17070,170708
8013,80137,Avinyonet del Penedès,Alt Penedès,Barcelona,Barcelona,nevades,Recomanat,280,1652,29.35,,17071,170715
8015,80155,Badalona,Barcelonès,Barcelona,Barcelona,transport de mercaderies perilloses,Recomanat,6,215654,22.2,,25094,250946
8015,80155,Badalona,Barcelonès,Barcelona,Barcelona,territori,Obligat,6,215654,22.2,,17902,179026
8015,80155,Badalona,Barcelonès,Barcelona,Barcelona,incendi forestal,Obligat,6,215654,22.2,,43061,430614
8015,80155,Badalona,Barcelonès,Barcelona,Barcelona,contaminació marina,Obligat,6,215654,22.2,,17073,170736
8015,80155,Badalona,Barcelonès,Barcelona,Barcelona,inundacions,Obligat,6,215654,22.2,,17074,170741
8015,80155,Badalona,Barcelonès,Barcelona,Barcelona,radiològic,Obligat,6,215654,22.2,,43062,430629
8015,80155,Badalona,Barcelonès,Barcelona,Barcelona,transport ferroviari passatgers,Obligat,6,215654,22.2,,25097,250978
8015,80155,Badalona,Barcelonès,Barcelona,Barcelona,nevades,Obligat,6,215654,22.2,,8090,80902
8015,80155,Badalona,Barcelonès,Barcelona,Barcelona,sísmic,Obligat,6,215654,22.2,,8087,80879
8904,89045,Badia del Vallès,Vallès Occidental,Barcelona,Barcelona,nevades,Recomanat,120,13502,0.69,,43064,430640
8904,89045,Badia del Vallès,Vallès Occidental,Barcelona,Barcelona,transport de mercaderies perilloses,Obligat,120,13502,0.69,,43065,430653
8904,89045,Badia del Vallès,Vallès Occidental,Barcelona,Barcelona,inundacions,Obligat,120,13502,0.69,,17075,170754
8904,89045,Badia del Vallès,Vallès Occidental,Barcelona,Barcelona,sísmic,Obligat,120,13502,0.69,,17076,170767
8904,89045,Badia del Vallès,Vallès Occidental,Barcelona,Barcelona,aeroport,Obligat,120,13502,0.69,,17077,170773
8016,80168,Bagà,Berguedà,Barcelona,Catalunya Central,allaus,Obligat,785,2188,43.11,,8089,80898
8016,80168,Bagà,Berguedà,Barcelona,Catalunya Central,nevades,Obligat,785,2188,43.11,,25098,250984
8016,80168,Bagà,Berguedà,Barcelona,Catalunya Central,inundacions,Obligat,785,2188,43.11,,8091,80919
8016,80168,Bagà,Berguedà,Barcelona,Catalunya Central,incendi forestal,Obligat,785,2188,43.11,,17078,170789
8016,80168,Bagà,Berguedà,Barcelona,Catalunya Central,sísmic,Obligat,785,2188,43.11,,25912,259123
25039,250390,Baix Pallars,Pallars Sobirà,Lleida,Alt Pirineu i Aran,nevades,Obligat,591,350,128.8,,43067,430672
25039,250390,Baix Pallars,Pallars Sobirà,Lleida,Alt Pirineu i Aran,inundacions,Recomanat,591,350,128.8,,17079,170792
25039,250390,Baix Pallars,Pallars Sobirà,Lleida,Alt Pirineu i Aran,incendi forestal,Obligat,591,350,128.8,,8092,80924
25039,250390,Baix Pallars,Pallars Sobirà,Lleida,Alt Pirineu i Aran,sísmic,Obligat,591,350,128.8,,8093,80930
25040,250404,Balaguer,Noguera,Lleida,Lleida,sísmic,Obligat,233,16479,57.17,,43068,430688
25040,250404,Balaguer,Noguera,Lleida,Lleida,inundacions,Obligat,233,16479,57.17,,25099,250997
25040,250404,Balaguer,Noguera,Lleida,Lleida,incendi forestal,Obligat,233,16479,57.17,,17080,170806
25040,250404,Balaguer,Noguera,Lleida,Lleida,nevades,Recomanat,233,16479,57.17,,25100,251001
8017,80174,Balenyà,Osona,Barcelona,Catalunya Central,sísmic,Obligat,587,3711,18.5,,8095,80958
8017,80174,Balenyà,Osona,Barcelona,Catalunya Central,nevades,Obligat,587,3711,18.5,,8096,80961
8017,80174,Balenyà,Osona,Barcelona,Catalunya Central,transport de mercaderies perilloses,Recomanat,587,3711,18.5,,25103,251039
8017,80174,Balenyà,Osona,Barcelona,Catalunya Central,incendi forestal,Obligat,587,3711,18.5,,25105,251057
8018,80180,Balsareny,Bages,Barcelona,Catalunya Central,nevades,Recomanat,327,3324,36.71,,25104,251044
8018,80180,Balsareny,Bages,Barcelona,Catalunya Central,incendi forestal,Obligat,327,3324,36.71,,43069,430691
8018,80180,Balsareny,Bages,Barcelona,Catalunya Central,inundacions,Obligat,327,3324,36.71,,8097,80977
8018,80180,Balsareny,Bages,Barcelona,Catalunya Central,transport de mercaderies perilloses,Recomanat,327,3324,36.71,,17081,170813
8018,80180,Balsareny,Bages,Barcelona,Catalunya Central,sísmic,Recomanat,327,3324,36.71,,8099,80996
43020,430206,Banyeres del Penedès,Baix Penedès,Tarragona,Tarragona,nevades,Recomanat,173,3103,12.17,,17082,170828
43020,430206,Banyeres del Penedès,Baix Penedès,Tarragona,Tarragona,inundacions,Obligat,173,3103,12.17,,25109,251095
43020,430206,Banyeres del Penedès,Baix Penedès,Tarragona,Tarragona,transport de mercaderies perilloses,Obligat,173,3103,12.17,,25110,251109
43020,430206,Banyeres del Penedès,Baix Penedès,Tarragona,Tarragona,contaminació Ebre (Flix),Obligat,173,3103,12.17,,25111,251116
43020,430206,Banyeres del Penedès,Baix Penedès,Tarragona,Tarragona,sísmic,Recomanat,173,3103,12.17,,8100,81000
17015,170157,Banyoles,Pla de l'Estany,Girona,Girona,inundacions,Obligat,172,19299,10.91,,43071,430712
17015,170157,Banyoles,Pla de l'Estany,Girona,Girona,sísmic,Obligat,172,19299,10.91,,17083,170834
17015,170157,Banyoles,Pla de l'Estany,Girona,Girona,nevades,Recomanat,172,19299,10.91,,8102,81022
25041,250411,Barbens,Pla d'Urgell,Lleida,Lleida,sísmic,Recomanat,283,900,7.63,,25115,251155
25041,250411,Barbens,Pla d'Urgell,Lleida,Lleida,nevades,Recomanat,283,900,7.63,,17084,170849
25041,250411,Barbens,Pla d'Urgell,Lleida,Lleida,inundacions,Obligat,283,900,7.63,,25113,251137
43021,430213,Barberà de la Conca,Conca de Barberà,Tarragona,Tarragona,transport de mercaderies perilloses,Obligat,475,505,26.12,,25112,251121
43021,430213,Barberà de la Conca,Conca de Barberà,Tarragona,Tarragona,sísmic,Recomanat,475,505,26.12,,25114,251142
43021,430213,Barberà de la Conca,Conca de Barberà,Tarragona,Tarragona,nevades,Obligat,475,505,26.12,,17085,170852
43021,430213,Barberà de la Conca,Conca de Barberà,Tarragona,Tarragona,incendi forestal,Obligat,475,505,26.12,,8103,81038
43021,430213,Barberà de la Conca,Conca de Barberà,Tarragona,Tarragona,inundacions,Recomanat,475,505,26.12,,25910,259101
8252,82520,Barberà del Vallès,Vallès Occidental,Barcelona,Barcelona,inundacions,Obligat,146,32545,8.18,,17087,170871
8252,82520,Barberà del Vallès,Vallès Occidental,Barcelona,Barcelona,nevades,Obligat,146,32545,8.18,,25118,251180
8252,82520,Barberà del Vallès,Vallès Occidental,Barcelona,Barcelona,químic,Obligat,146,32545,8.18,,25119,251193
8252,82520,Barberà del Vallès,Vallès Occidental,Barcelona,Barcelona,transport ferroviari passatgers,Obligat,146,32545,8.18,,25006,250061
8252,82520,Barberà del Vallès,Vallès Occidental,Barcelona,Barcelona,radiològic,Obligat,146,32545,8.18,,25009,250096
8252,82520,Barberà del Vallès,Vallès Occidental,Barcelona,Barcelona,aeroport,Obligat,146,32545,8.18,,43003,430038
8252,82520,Barberà del Vallès,Vallès Occidental,Barcelona,Barcelona,sísmic,Obligat,146,32545,8.18,,43904,439044
8252,82520,Barberà del Vallès,Vallès Occidental,Barcelona,Barcelona,territori,Obligat,146,32545,8.18,,43007,430075
8252,82520,Barberà del Vallès,Vallès Occidental,Barcelona,Barcelona,transport de mercaderies perilloses,Obligat,146,32545,8.18,,43013,430136
8019,80193,Barcelona,Barcelonès,Barcelona,Barcelona,inundacions,Obligat,9,1604555,91.4,,8005,80057
8019,80193,Barcelona,Barcelonès,Barcelona,Barcelona,contaminació marina,Obligat,9,1604555,91.4,,43906,439060
8019,80193,Barcelona,Barcelonès,Barcelona,Barcelona,químic,Obligat,9,1604555,91.4,,43016,430167
8019,80193,Barcelona,Barcelonès,Barcelona,Barcelona,incendi forestal,Obligat,9,1604555,91.4,,43017,430173
8019,80193,Barcelona,Barcelonès,Barcelona,Barcelona,territori,Obligat,9,1604555,91.4,,17011,170118
8019,80193,Barcelona,Barcelonès,Barcelona,Barcelona,sísmic,Obligat,9,1604555,91.4,,17062,170622
8019,80193,Barcelona,Barcelonès,Barcelona,Barcelona,transport ferroviari passatgers,Obligat,9,1604555,91.4,,25081,250812
8019,80193,Barcelona,Barcelonès,Barcelona,Barcelona,radiològic,Obligat,9,1604555,91.4,,43054,430542
8019,80193,Barcelona,Barcelonès,Barcelona,Barcelona,transport de mercaderies perilloses,Obligat,9,1604555,91.4,,8078,80787
8019,80193,Barcelona,Barcelonès,Barcelona,Barcelona,nevades,Obligat,9,1604555,91.4,,8254,82541
8019,80193,Barcelona,Barcelonès,Barcelona,Barcelona,aeroport,Obligat,9,1604555,91.4,,8079,80790
17016,170160,Bàscara,Alt Empordà,Girona,Girona,nevades,Recomanat,66,943,17.2,,8101,81017
17016,170160,Bàscara,Alt Empordà,Girona,Girona,transport de mercaderies perilloses,Obligat,66,943,17.2,,25042,250426
17016,170160,Bàscara,Alt Empordà,Girona,Girona,inundacions,Recomanat,66,943,17.2,,17022,170221
17016,170160,Bàscara,Alt Empordà,Girona,Girona,sísmic,Obligat,66,943,17.2,,43027,430271
17016,170160,Bàscara,Alt Empordà,Girona,Girona,incendi forestal,Obligat,66,943,17.2,,43028,430287
25044,250447,Bassella,Alt Urgell,Lleida,Alt Pirineu i Aran,nevades,Obligat,423,234,70.65,,43907,439076
25044,250447,Bassella,Alt Urgell,Lleida,Alt Pirineu i Aran,sísmic,Recomanat,423,234,70.65,,17189,171899
25044,250447,Bassella,Alt Urgell,Lleida,Alt Pirineu i Aran,incendi forestal,Obligat,423,234,70.65,,25163,251636
25044,250447,Bassella,Alt Urgell,Lleida,Alt Pirineu i Aran,inundacions,Recomanat,423,234,70.65,,43056,430568
43022,430228,Batea,Terra Alta,Tarragona,Terres de l'Ebre,nevades,Recomanat,376,1945,127.62,,43057,430574
43022,430228,Batea,Terra Alta,Tarragona,Terres de l'Ebre,inundacions,Obligat,376,1945,127.62,,43058,430580
43022,430228,Batea,Terra Alta,Tarragona,Terres de l'Ebre,nuclear,Obligat,376,1945,127.62,,25092,250925
43022,430228,Batea,Terra Alta,Tarragona,Terres de l'Ebre,incendi forestal,Obligat,376,1945,127.62,,25096,250962
43022,430228,Batea,Terra Alta,Tarragona,Terres de l'Ebre,sísmic,Recomanat,376,1945,127.62,,43063,430635
25045,250450,Bausen,Aran,Lleida,Alt Pirineu i Aran,inundacions,Recomanat,931,58,17.64,,8088,80885
25045,250450,Bausen,Aran,Lleida,Alt Pirineu i Aran,incendi forestal,Recomanat,931,58,17.64,,8094,80945
25045,250450,Bausen,Aran,Lleida,Alt Pirineu i Aran,sísmic,Obligat,931,58,17.64,,25101,251018
25045,250450,Bausen,Aran,Lleida,Alt Pirineu i Aran,nevades,Obligat,931,58,17.64,,25102,251023
8020,80207,Begues,Baix Llobregat,Barcelona,Barcelona,nevades,Recomanat,399,6670,50.39,,25903,259031
8020,80207,Begues,Baix Llobregat,Barcelona,Barcelona,incendi forestal,Obligat,399,6670,50.39,,17086,170865
8020,80207,Begues,Baix Llobregat,Barcelona,Barcelona,sísmic,Recomanat,399,6670,50.39,,8104,81043
8020,80207,Begues,Baix Llobregat,Barcelona,Barcelona,inundacions,Obligat,399,6670,50.39,,8105,81056
17013,170139,Begur,Baix Empordà,Girona,Girona,incendi forestal,Obligat,200,3985,20,,43080,430803
17013,170139,Begur,Baix Empordà,Girona,Girona,contaminació marina,Obligat,200,3985,20,,25136,251364
17013,170139,Begur,Baix Empordà,Girona,Girona,inundacions,Obligat,200,3985,20,,43096,430960
17013,170139,Begur,Baix Empordà,Girona,Girona,territori,Obligat,200,3985,20,,8142,81424
17013,170139,Begur,Baix Empordà,Girona,Girona,nevades,Recomanat,200,3985,20,,43097,430976
17013,170139,Begur,Baix Empordà,Girona,Girona,sísmic,Recomanat,200,3985,20,,43099,430995
25046,250463,Belianes,Urgell,Lleida,Lleida,nevades,Recomanat,373,555,15.78,,8905,89058
25046,250463,Belianes,Urgell,Lleida,Lleida,sísmic,Recomanat,373,555,15.78,,17130,171306
25046,250463,Belianes,Urgell,Lleida,Lleida,inundacions,Recomanat,373,555,15.78,,25169,251692
25046,250463,Belianes,Urgell,Lleida,Lleida,químic,Recomanat,373,555,15.78,,8165,81653
25170,251706,Bellaguarda,Garrigues,Lleida,Lleida,nuclear,Obligat,640,308,17.45,,8166,81666
25170,251706,Bellaguarda,Garrigues,Lleida,Lleida,contaminació Ebre (Flix),Recomanat,640,308,17.45,,43109,431093
25170,251706,Bellaguarda,Garrigues,Lleida,Lleida,nevades,Obligat,640,308,17.45,,43110,431107
25170,251706,Bellaguarda,Garrigues,Lleida,Lleida,sísmic,Recomanat,640,308,17.45,,43111,431114
25170,251706,Bellaguarda,Garrigues,Lleida,Lleida,incendi forestal,Obligat,640,308,17.45,,25171,251713
17018,170182,Bellcaire d'Empordà,Baix Empordà,Girona,Girona,sísmic,Recomanat,35,652,12.54,,25174,251749
17018,170182,Bellcaire d'Empordà,Baix Empordà,Girona,Girona,nevades,Recomanat,35,652,12.54,,8177,81770
17018,170182,Bellcaire d'Empordà,Baix Empordà,Girona,Girona,inundacions,Obligat,35,652,12.54,,43124,431248
25047,250479,Bellcaire d'Urgell,Noguera,Lleida,Lleida,sísmic,Recomanat,267,1296,31.13,,43126,431264
25047,250479,Bellcaire d'Urgell,Noguera,Lleida,Lleida,nevades,Recomanat,267,1296,31.13,,8181,81810
25047,250479,Bellcaire d'Urgell,Noguera,Lleida,Lleida,inundacions,Recomanat,267,1296,31.13,,43144,431444
25048,250485,Bell-lloc d'Urgell,Pla d'Urgell,Lleida,Lleida,sísmic,Recomanat,196,2329,35.07,,17188,171886
25048,250485,Bell-lloc d'Urgell,Pla d'Urgell,Lleida,Lleida,transport de mercaderies perilloses,Obligat,196,2329,35.07,,43145,431457
25048,250485,Bell-lloc d'Urgell,Pla d'Urgell,Lleida,Lleida,inundacions,Recomanat,196,2329,35.07,,43044,430445
25048,250485,Bell-lloc d'Urgell,Pla d'Urgell,Lleida,Lleida,nevades,Recomanat,196,2329,35.07,,25035,250352
43023,430234,Bellmunt del Priorat,Priorat,Tarragona,Tarragona,sísmic,Recomanat,261,303,9,,25203,252038
43023,430234,Bellmunt del Priorat,Priorat,Tarragona,Tarragona,nuclear,Obligat,261,303,9,,17195,171959
43023,430234,Bellmunt del Priorat,Priorat,Tarragona,Tarragona,inundacions,Recomanat,261,303,9,,25227,252271
43023,430234,Bellmunt del Priorat,Priorat,Tarragona,Tarragona,nevades,Recomanat,261,303,9,,8286,82861
43023,430234,Bellmunt del Priorat,Priorat,Tarragona,Tarragona,incendi forestal,Obligat,261,303,9,,43151,431515
25049,250498,Bellmunt d'Urgell,Noguera,Lleida,Lleida,inundacions,Recomanat,379,188,4.98,,43152,431520
25049,250498,Bellmunt d'Urgell,Noguera,Lleida,Lleida,nevades,Recomanat,379,188,4.98,,17014,170144
25049,250498,Bellmunt d'Urgell,Noguera,Lleida,Lleida,sísmic,Recomanat,379,188,4.98,,17207,172076
8021,80214,Bellprat,Anoia,Barcelona,Catalunya Central,incendi forestal,Obligat,653,74,31.06,,17208,172082
8021,80214,Bellprat,Anoia,Barcelona,Catalunya Central,sísmic,Recomanat,653,74,31.06,,25043,250432
8021,80214,Bellprat,Anoia,Barcelona,Catalunya Central,nevades,Obligat,653,74,31.06,,25909,259097
25050,250501,Bellpuig,Urgell,Lleida,Lleida,transport de mercaderies perilloses,Obligat,308,4989,35.13,,43173,431732
25050,250501,Bellpuig,Urgell,Lleida,Lleida,sísmic,Recomanat,308,4989,35.13,,43174,431747
